EmpID,BiasInfluentialFactor,FitmentPercent
23309,EmpScore,36.61
7175,NA,0.06
8793,NA,0.05
14503,NA,0.06
7640,NA,0.06
15944,DegreeBranch,29.3
12332,CurrentCompanyType,4.66
2200,YearsOfExperince,31.86
16626,DegreeBranch,19.9
7245,EmpScore,30.79
20874,EmpScore,32.31
11836,NA,0.05
17159,NA,0.04
5561,NA,0.05
10390,HighestDegree,34.86
12801,YearsOfExperince,28.5
17480,YearsOfExperince,18.14
21804,Gender,3.01
21500,YearsOfExperince,21.38
13678,NA,0.05
9840,YearsOfExperince,29.15
4388,NA,0.06
19129,NA,0.04
5731,EmpScore,31.78
15251,HighestDegree,48.14
14513,DegreeBranch,7.3
10721,CurrentCompanyType,3.51
3050,YearsOfExperince,23.37
13781,YearsOfExperince,24.99
4302,DegreeBranch,18.32
15644,Gender,19.94
20011,DegreeBranch,3.51
8486,HighestDegree,42.21
12017,NA,0.05
15184,NA,0.05
17034,DegreeBranch,21.31
6955,Gender,0.05
14804,YearsOfExperince,20.44
7994,YearsOfExperince,37.04
4645,DegreeBranch,22.17
8560,Gender,22.81
23044,MartialStatus,43.56
11106,DegreeBranch,15.45
17042,MartialStatus,51.03
3098,Gender,12.25
4141,EmpScore,32.69
18539,DegreeBranch,18.95
23337,NA,0.06
16428,NA,0.06
2904,Gender,22.07
16447,Gender,24.86
13259,CurrentCompanyType,1.99
23553,YearsOfExperince,24.26
4375,NA,0.05
23336,NA,0.04
20794,Gender,16.03
3927,CurrentCompanyType,0.06
13733,YearsOfExperince,27.33
3587,DegreeBranch,21.52
3152,YearsOfExperince,26.62
24376,DegreeBranch,20.46
16844,EmpScore,34.62
8046,Gender,0.04
8426,DegreeBranch,14.3
19626,NA,0.05
2704,Gender,4.93
15667,Gender,3.83
20234,EmpScore,32.3
15296,HighestDegree,46.48
9210,DegreeBranch,18.12
18830,YearsOfExperince,16.17
2604,YearsOfExperince,19.36
5329,Gender,8.73
23949,DegreeBranch,24.13
15797,NA,0.05
8526,HighestDegree,35.44
13250,NA,0.06
11717,NA,0.05
2501,CurrentCompanyType,1.5
7340,CurrentCompanyType,0.06
18221,DegreeBranch,18.52
16778,MartialStatus,50.88
3918,DegreeBranch,0.53
9405,DegreeBranch,21.09
5788,NA,0.05
5094,DegreeBranch,3.97
5644,Gender,18.82
22780,NA,0.06
19658,EmpScore,37.51
12255,MartialStatus,48.46
14402,Gender,0.05
14349,Gender,7.42
18541,Gender,7.25
20623,NA,0.05
6844,CurrentCompanyType,0.06
5723,Gender,23.77
11788,HighestDegree,44.61
6627,Gender,12.69
20909,NA,0.05
14809,EmpScore,30.92
18575,Gender,11.84
22150,CurrentCompanyType,3.5
16809,NA,0.06
19312,DegreeBranch,4.73
8307,Gender,14.4
17291,Gender,9.9
19693,Gender,0.05
3732,YearsOfExperince,34.51
3929,NA,0.05
8880,Gender,16.36
7227,EmpScore,35.1
9968,DegreeBranch,19.54
7934,CurrentCompanyType,0.06
22719,NA,0.05
22066,DegreeBranch,21.0
14275,CurrentCompanyType,7.22
20269,NA,0.05
13724,Gender,13.54
13939,NA,0.05
18856,NA,0.06
9659,Gender,0.05
17169,NA,0.04
5416,NA,0.04
17475,YearsOfExperince,13.57
20951,NA,0.05
7302,HighestDegree,45.11
15998,DegreeBranch,22.63
15772,Gender,0.06
4351,Gender,14.12
23973,NA,0.05
4156,DegreeBranch,20.25
14475,Gender,19.03
19286,NA,0.05
5496,HighestDegree,43.82
16545,DegreeBranch,22.01
11648,Gender,17.13
11868,DegreeBranch,18.4
4881,HighestDegree,32.42
15826,DegreeBranch,16.18
11159,YearsOfExperince,27.06
22652,NA,0.05
19724,NA,0.05
22859,Gender,7.4
16940,DegreeBranch,18.16
20322,Gender,15.54
4003,Gender,0.05
5964,Gender,2.01
13908,NA,0.05
15448,NA,0.05
21034,Gender,11.11
8752,Gender,0.06
21756,MartialStatus,46.77
2450,Gender,10.35
22630,DegreeBranch,19.62
22388,NA,0.06
8375,NA,0.05
21049,NA,0.05
16236,NA,0.05
21903,MartialStatus,49.27
7655,DegreeBranch,18.18
11344,NA,0.05
23105,DegreeBranch,16.21
15076,DegreeBranch,17.65
7270,Gender,4.34
12394,DegreeBranch,17.9
7529,Gender,15.01
22585,Gender,14.13
3800,YearsOfExperince,23.21
23995,EmpScore,34.92
16258,DegreeBranch,17.38
16105,EmpScore,36.11
12746,YearsOfExperince,21.63
23310,Gender,13.2
4575,Gender,23.68
22111,HighestDegree,46.4
16383,DegreeBranch,21.79
23228,YearsOfExperince,19.06
11058,NA,0.05
2229,DegreeBranch,21.19
23160,Gender,18.06
2201,Gender,9.45
21175,EmpScore,35.62
10842,DegreeBranch,5.62
6838,NA,0.05
24055,EmpScore,34.51
23769,HighestDegree,44.63
18248,DegreeBranch,15.99
23006,Gender,20.49
9770,HighestDegree,33.34
8237,YearsOfExperince,15.98
7237,DegreeBranch,19.43
7738,DegreeBranch,21.29
5635,HighestDegree,35.52
20843,NA,0.05
16391,NA,0.05
19568,Gender,12.8
6093,CurrentCompanyType,0.05
4002,NA,0.06
6787,MartialStatus,49.68
7084,DegreeBranch,20.76
19169,NA,0.06
9663,CurrentCompanyType,0.61
12329,YearsOfExperince,28.85
4173,NA,0.04
8418,YearsOfExperince,19.51
4930,YearsOfExperince,5.71
19318,YearsOfExperince,12.55
20346,NA,0.06
12302,DegreeBranch,13.24
16170,YearsOfExperince,31.96
7459,DegreeBranch,19.42
12575,Gender,22.02
18122,Gender,24.97
4755,NA,0.04
8396,DegreeBranch,19.85
9077,YearsOfExperince,28.2
14009,Gender,18.44
7897,Gender,16.76
6150,Gender,13.74
6609,NA,0.05
2291,NA,0.05
15546,NA,0.05
10180,YearsOfExperince,24.82
16711,EmpScore,34.31
6612,EmpScore,37.07
7652,Gender,15.8
13473,Gender,24.16
3385,NA,0.05
11194,NA,0.05
18478,YearsOfExperince,12.53
9186,Gender,9.87
13879,Gender,11.04
7462,NA,0.06
2629,YearsOfExperince,19.78
17485,NA,0.05
20554,YearsOfExperince,26.55
13041,NA,0.05
21540,DegreeBranch,21.15
4872,Gender,0.06
13228,Gender,18.27
22607,HighestDegree,43.95
2997,NA,0.05
19815,YearsOfExperince,25.98
9286,Gender,18.91
16899,DegreeBranch,24.07
18738,Gender,23.38
18151,NA,0.06
19415,DegreeBranch,19.99
13001,Gender,11.04
22925,EmpScore,32.73
8028,DegreeBranch,20.65
2358,NA,0.05
20238,Gender,9.98
4501,YearsOfExperince,19.6
21143,HighestDegree,35.42
2161,Gender,10.57
2182,Gender,24.19
19842,Gender,20.78
19254,NA,0.04
6386,DegreeBranch,21.69
7649,DegreeBranch,20.74
10537,NA,0.05
6049,NA,0.05
19912,NA,0.04
6355,Gender,15.67
20538,YearsOfExperince,19.74
21413,NA,0.05
14779,Gender,10.93
7870,YearsOfExperince,18.78
2727,EmpScore,37.0
13503,NA,0.06
15243,Gender,8.06
9695,DegreeBranch,16.46
8173,DegreeBranch,20.48
15012,HighestDegree,18.64
21625,DegreeBranch,22.21
17371,YearsOfExperince,32.33
13524,NA,0.06
22579,MartialStatus,50.35
16706,HighestDegree,36.62
14666,Gender,10.43
15498,HighestDegree,37.94
13525,CurrentCompanyType,0.06
8063,HighestDegree,39.27
2101,EmpScore,34.95
9701,MartialStatus,52.05
14616,EmpScore,32.92
3262,YearsOfExperince,7.59
22729,MartialStatus,50.09
12002,HighestDegree,43.86
11846,DegreeBranch,20.85
4803,NA,0.05
23599,YearsOfExperince,27.21
5767,DegreeBranch,19.52
24094,HighestDegree,40.11
3963,Gender,0.11
17341,DegreeBranch,19.01
17611,DegreeBranch,13.53
8823,DegreeBranch,21.79
4583,DegreeBranch,18.34
12858,YearsOfExperince,28.55
13394,NA,0.05
7571,NA,0.05
9196,HighestDegree,40.55
10216,NA,0.05
4687,Gender,22.99
2509,DegreeBranch,20.23
7337,DegreeBranch,22.61
14417,YearsOfExperince,28.68
10210,NA,0.06
22564,NA,0.05
5207,YearsOfExperince,21.16
12515,NA,0.05
3928,Gender,13.22
5735,HighestDegree,37.86
5569,Gender,15.95
24236,EmpScore,32.42
13425,YearsOfExperince,30.39
18799,Gender,0.05
6710,NA,0.06
19377,HighestDegree,44.78
9356,CurrentCompanyType,3.52
7230,Gender,16.0
15933,YearsOfExperince,26.26
8207,DegreeBranch,21.9
13633,NA,0.04
22580,NA,0.05
23901,MartialStatus,48.81
12062,Gender,24.18
20466,NA,0.05
9615,YearsOfExperince,5.54
14860,Gender,14.0
15310,NA,0.05
10843,DegreeBranch,17.81
17628,DegreeBranch,18.71
11328,DegreeBranch,25.16
4521,Gender,4.21
20767,YearsOfExperince,25.05
18717,NA,0.06
4802,Gender,21.81
17239,DegreeBranch,20.14
3537,NA,0.05
11948,HighestDegree,34.25
8054,HighestDegree,36.32
11939,MartialStatus,50.8
2274,DegreeBranch,20.6
3239,YearsOfExperince,18.21
21159,YearsOfExperince,15.78
9432,Gender,6.8
21406,YearsOfExperince,23.98
17843,Gender,0.05
6264,DegreeBranch,17.36
15233,HighestDegree,36.52
7165,YearsOfExperince,20.21
9302,DegreeBranch,19.96
22163,DegreeBranch,17.15
6533,HighestDegree,39.69
3619,Gender,31.99
5340,HighestDegree,38.96
10155,Gender,15.23
11610,CurrentCompanyType,4.48
4698,DegreeBranch,19.96
18995,NA,0.05
17558,NA,0.06
4718,DegreeBranch,17.61
4489,DegreeBranch,12.46
17312,DegreeBranch,22.29
23749,NA,0.05
8784,NA,0.05
15266,YearsOfExperince,27.93
22921,NA,0.05
20268,EmpScore,29.89
11080,NA,0.05
10206,DegreeBranch,14.55
19008,YearsOfExperince,27.32
8891,NA,0.06
17134,HighestDegree,35.43
12763,NA,0.05
6927,DegreeBranch,17.62
4092,NA,0.04
6808,Gender,20.82
11354,Gender,13.3
4117,Gender,0.05
9068,DegreeBranch,14.38
18509,Gender,14.37
19098,NA,0.05
12604,YearsOfExperince,32.62
3902,MartialStatus,50.61
11702,NA,0.04
7313,Gender,20.55
14367,NA,0.05
11655,YearsOfExperince,25.29
16826,NA,0.05
21988,YearsOfExperince,29.43
3748,EmpScore,34.9
9134,Gender,2.13
16204,DegreeBranch,12.38
19633,DegreeBranch,21.33
12289,Gender,19.12
5165,NA,0.05
18204,YearsOfExperince,22.74
3084,Gender,9.11
18089,HighestDegree,41.32
14084,Gender,9.0
15750,DegreeBranch,20.17
9386,DegreeBranch,16.68
6135,Gender,12.34
18118,Gender,0.04
18808,DegreeBranch,29.51
12779,YearsOfExperince,27.99
21938,HighestDegree,32.61
2558,DegreeBranch,20.72
18450,NA,0.04
17385,DegreeBranch,18.44
13063,YearsOfExperince,23.71
12387,Gender,22.65
18210,NA,0.04
7563,DegreeBranch,2.61
2396,EmpScore,33.22
19931,YearsOfExperince,27.69
17018,NA,0.06
11828,NA,0.04
5955,YearsOfExperince,15.12
4193,NA,0.05
19402,DegreeBranch,17.83
8026,Gender,0.05
3598,DegreeBranch,17.05
9109,NA,0.05
22455,NA,0.05
23126,NA,0.05
21356,DegreeBranch,20.21
12032,DegreeBranch,19.96
21916,Gender,16.26
18080,Gender,20.52
13786,NA,0.05
15654,Gender,19.61
12872,Gender,12.68
16181,Gender,0.05
3853,NA,0.05
15566,DegreeBranch,16.83
17530,NA,0.05
7497,NA,0.05
19896,DegreeBranch,15.04
20921,NA,0.05
16957,DegreeBranch,23.1
21189,Gender,0.05
7874,Gender,0.53
23285,DegreeBranch,15.24
14606,NA,0.05
12922,DegreeBranch,18.97
19508,YearsOfExperince,15.89
8329,Gender,10.84
14511,MartialStatus,49.59
20593,CurrentCompanyType,0.04
12059,DegreeBranch,15.53
5780,DegreeBranch,19.29
5246,DegreeBranch,16.12
4697,HighestDegree,36.68
12105,YearsOfExperince,18.8
13211,NA,0.06
23646,YearsOfExperince,24.16
6499,CurrentCompanyType,0.06
8367,DegreeBranch,1.72
21336,HighestDegree,36.25
20305,DegreeBranch,23.49
12517,LatestDegreeCGPA,0.04
5430,DegreeBranch,2.22
5766,DegreeBranch,21.97
7896,YearsOfExperince,22.41
8420,NA,0.06
3745,NA,0.07
19461,NA,0.05
15517,NA,0.06
21713,Gender,0.05
13959,Gender,16.0
15055,NA,0.05
6425,YearsOfExperince,1.79
22517,EmpScore,35.92
15370,NA,0.06
3896,EmpScore,37.06
18040,NA,0.05
3711,DegreeBranch,16.46
17900,YearsOfExperince,21.22
21997,Gender,14.65
17472,Gender,12.06
24330,HighestDegree,34.13
14266,NA,0.05
4404,YearsOfExperince,26.83
17752,NA,0.05
11946,YearsOfExperince,25.62
20176,DegreeBranch,0.05
22529,Gender,24.39
6413,NA,0.06
19679,Gender,0.31
14189,YearsOfExperince,35.46
20800,YearsOfExperince,25.56
9274,EmpScore,31.02
14116,NA,0.05
9114,HighestDegree,37.61
4643,YearsOfExperince,7.81
20133,DegreeBranch,19.47
23895,DegreeBranch,17.54
17257,NA,0.05
12884,Gender,14.39
23257,NA,0.05
5437,EmpScore,27.78
11350,YearsOfExperince,20.6
19665,DegreeBranch,19.92
21539,MartialStatus,51.46
20266,Gender,0.05
12663,Gender,0.05
3952,CurrentCompanyType,0.05
18064,DegreeBranch,22.88
23981,HighestDegree,44.66
17353,HighestDegree,42.4
14433,YearsOfExperince,33.96
6897,NA,0.05
20209,YearsOfExperince,20.64
11311,HighestDegree,33.83
6222,DegreeBranch,22.3
13659,NA,0.05
20608,NA,0.06
19361,NA,0.05
3566,DegreeBranch,0.05
14372,DegreeBranch,22.09
23153,HighestDegree,41.83
9569,YearsOfExperince,20.29
17965,NA,0.05
20780,YearsOfExperince,5.46
22559,DegreeBranch,21.72
24210,EmpScore,30.5
11669,DegreeBranch,20.92
8591,Gender,18.84
5971,NA,0.05
9371,Gender,7.59
21082,NA,0.07
3214,DegreeBranch,15.75
3998,NA,0.05
5332,NA,0.05
8090,YearsOfExperince,24.68
6993,HighestDegree,35.31
9527,DegreeBranch,16.88
20213,NA,0.04
20262,Gender,3.17
7159,DegreeBranch,16.05
12558,EmpScore,31.08
11864,NA,0.05
6823,EmpScore,33.17
18705,Gender,11.75
23626,EmpScore,36.24
16257,Gender,1.33
6630,Gender,24.73
4964,NA,0.06
4127,Gender,24.26
5384,Gender,22.28
20927,NA,0.05
6266,CurrentCompanyType,0.06
12438,NA,0.06
19998,NA,0.05
3322,DegreeBranch,19.89
14805,DegreeBranch,23.93
13135,EmpScore,37.64
23664,NA,0.04
12943,DegreeBranch,23.72
8965,Gender,9.78
7832,HighestDegree,34.7
5685,DegreeBranch,1.79
4539,DegreeBranch,19.34
19795,EmpScore,34.94
14294,Gender,16.95
16017,EmpScore,33.69
18480,NA,0.05
18893,NA,0.06
5324,DegreeBranch,19.25
8316,DegreeBranch,21.27
9816,Gender,0.05
11325,Gender,10.5
19901,HighestDegree,44.98
2574,Gender,14.09
4069,YearsOfExperince,34.01
17431,Gender,0.04
14493,Gender,20.33
15151,DegreeBranch,21.6
18171,Gender,0.05
11682,NA,0.05
10086,MartialStatus,49.05
5330,NA,0.05
8296,NA,0.05
16866,DegreeBranch,24.63
23067,Gender,18.76
15312,EmpScore,29.35
19285,HighestDegree,43.4
12488,Gender,0.05
16398,Gender,0.05
18500,Gender,11.24
12297,DegreeBranch,16.2
12300,YearsOfExperince,16.84
14149,DegreeBranch,18.68
21267,NA,0.05
15465,Gender,15.26
23661,Gender,5.24
17275,DegreeBranch,19.22
23264,DegreeBranch,0.25
17802,YearsOfExperince,20.07
16591,YearsOfExperince,33.15
17489,DegreeBranch,23.73
13729,NA,0.04
3267,Gender,13.91
19907,NA,0.05
23866,NA,0.05
2425,DegreeBranch,21.68
16425,DegreeBranch,20.84
3643,YearsOfExperince,33.86
10804,NA,0.05
21866,NA,0.05
8943,Gender,14.03
11545,EmpScore,37.58
9125,Gender,24.46
18041,Gender,22.83
4712,NA,0.05
3065,NA,0.05
23441,EmpScore,33.25
15864,Gender,9.26
9413,Gender,0.05
22791,NA,0.05
4368,Gender,21.09
15472,NA,0.05
12634,DegreeBranch,16.26
15450,NA,0.04
12385,NA,0.06
16890,NA,0.06
6869,NA,0.04
22048,Gender,0.05
13700,NA,0.05
7476,Gender,7.89
14884,MartialStatus,53.37
11752,DegreeBranch,22.05
10594,Gender,18.71
12697,HighestDegree,36.56
20316,CurrentCompanyType,0.85
4257,NA,0.06
7590,YearsOfExperince,28.91
4721,NA,0.06
16979,EmpScore,37.29
5064,CurrentCompanyType,3.24
5718,DegreeBranch,26.15
21769,NA,0.05
23912,Gender,0.05
4288,DegreeBranch,19.39
5818,Gender,1.82
6943,HighestDegree,25.71
12617,NA,0.05
5184,YearsOfExperince,4.67
14564,YearsOfExperince,25.64
20626,YearsOfExperince,18.72
23356,HighestDegree,33.48
17303,YearsOfExperince,3.06
2794,NA,0.06
12695,HighestDegree,48.33
15676,DegreeBranch,21.06
20093,YearsOfExperince,16.42
13522,Gender,6.52
2925,YearsOfExperince,7.6
21687,DegreeBranch,26.96
14941,DegreeBranch,21.8
22689,Gender,12.71
4146,NA,0.06
7751,YearsOfExperince,22.23
9778,NA,0.05
7847,NA,0.04
21681,NA,0.05
20371,Gender,13.67
21564,YearsOfExperince,32.12
18351,Gender,0.33
18792,Gender,12.7
9223,DegreeBranch,2.54
21109,CurrentCompanyType,0.07
21873,NA,0.05
19006,DegreeBranch,5.07
9127,NA,0.06
20696,MartialStatus,51.32
12379,NA,0.05
20532,YearsOfExperince,19.36
10691,DegreeBranch,28.96
23671,Gender,15.63
8108,NA,0.05
2136,NA,0.05
3650,YearsOfExperince,19.8
20369,NA,0.05
11822,NA,0.05
13292,Gender,19.59
4585,NA,0.05
23212,DegreeBranch,18.76
4315,CurrentCompanyType,0.06
20670,DegreeBranch,21.82
18483,Gender,15.49
6467,DegreeBranch,19.94
7238,NA,0.05
18582,Gender,18.04
5844,EmpScore,34.53
8107,NA,0.05
16120,Gender,0.05
24352,DegreeBranch,23.0
7546,YearsOfExperince,20.92
9188,YearsOfExperince,28.91
7964,NA,0.05
12678,Gender,15.42
10184,EmpScore,27.98
3120,NA,0.04
6334,DegreeBranch,1.78
6974,Gender,0.06
18952,Gender,0.05
24202,YearsOfExperince,19.56
10334,NA,0.05
9878,DegreeBranch,17.39
10520,NA,0.05
4100,YearsOfExperince,35.67
14662,NA,0.05
7066,NA,0.06
2122,NA,0.04
19032,NA,0.05
14715,DegreeBranch,18.6
16707,NA,0.04
21651,NA,0.04
17936,EmpScore,34.36
9800,DegreeBranch,19.09
19194,NA,0.06
8290,Gender,0.06
19464,NA,0.05
11532,DegreeBranch,20.25
22227,NA,0.05
3958,NA,0.04
7075,DegreeBranch,23.14
23241,EmpScore,32.71
13120,NA,0.05
11172,NA,0.05
14065,YearsOfExperince,9.19
20819,NA,0.06
2317,YearsOfExperince,26.97
21794,NA,0.05
2441,DegreeBranch,19.89
9290,Gender,0.04
7820,Gender,24.3
9934,DegreeBranch,18.7
2569,YearsOfExperince,20.67
7761,DegreeBranch,14.28
4780,Gender,12.17
3059,YearsOfExperince,33.45
4738,DegreeBranch,21.22
9340,EmpScore,34.1
14728,CurrentCompanyType,0.07
22924,DegreeBranch,20.3
9309,DegreeBranch,27.14
2402,Gender,14.28
14097,Gender,22.13
6938,EmpScore,35.32
23762,YearsOfExperince,25.98
18187,DegreeBranch,21.18
15910,DegreeBranch,22.34
16419,YearsOfExperince,36.97
18800,NA,0.06
17953,NA,0.05
11351,NA,0.05
17757,LatestDegreeCGPA,0.04
21222,Gender,22.4
23273,NA,0.05
7676,YearsOfExperince,14.41
18849,YearsOfExperince,30.65
19561,NA,0.05
8163,HighestDegree,46.67
5810,NA,0.05
14617,NA,0.05
20037,Gender,1.92
10384,Gender,24.25
14667,EmpScore,33.34
3996,YearsOfExperince,37.16
17973,HighestDegree,42.84
15155,CurrentCompanyType,0.06
7024,Gender,20.86
11594,LatestDegreeCGPA,0.04
10161,Gender,14.59
13807,NA,0.05
15127,CurrentCompanyType,0.06
12083,Gender,9.26
7576,YearsOfExperince,26.68
11603,HighestDegree,23.7
12513,DegreeBranch,15.96
21265,DegreeBranch,17.16
15209,CurrentCompanyType,3.72
4205,EmpScore,34.56
2308,NA,0.05
10666,YearsOfExperince,32.52
8874,DegreeBranch,17.73
20943,MartialStatus,51.89
21341,NA,0.06
11929,YearsOfExperince,27.04
15618,YearsOfExperince,21.96
8740,DegreeBranch,21.91
23195,HighestDegree,40.67
20952,NA,0.05
18069,Gender,11.84
20957,DegreeBranch,2.1
16589,NA,0.06
3496,NA,0.05
2343,CurrentCompanyType,0.16
2877,DegreeBranch,0.86
24219,DegreeBranch,17.33
23592,DegreeBranch,20.03
18216,DegreeBranch,13.9
16658,NA,0.06
19023,NA,0.05
22920,DegreeBranch,17.72
7952,DegreeBranch,18.34
4491,HighestDegree,38.6
8270,NA,0.05
14950,NA,0.05
18140,DegreeBranch,20.55
2627,Gender,3.54
16576,Gender,0.05
9084,YearsOfExperince,7.87
14773,Gender,13.45
16744,EmpScore,33.68
8705,DegreeBranch,16.7
10856,YearsOfExperince,18.45
16162,CurrentCompanyType,0.05
20655,NA,0.06
10408,YearsOfExperince,12.71
13447,EmpScore,33.88
4841,DegreeBranch,24.61
16935,DegreeBranch,21.5
14923,NA,0.05
3770,NA,0.05
22609,NA,0.05
24252,MartialStatus,52.35
4266,YearsOfExperince,23.42
17882,DegreeBranch,3.5
18083,NA,0.05
21193,DegreeBranch,19.09
9931,YearsOfExperince,19.27
6448,HighestDegree,42.84
15551,HighestDegree,43.28
13986,NA,0.06
8503,DegreeBranch,22.84
13176,NA,0.05
18449,EmpScore,34.62
10475,YearsOfExperince,15.58
2353,HighestDegree,43.17
7453,DegreeBranch,21.48
13871,YearsOfExperince,31.79
9245,YearsOfExperince,27.71
19805,DegreeBranch,23.15
18707,DegreeBranch,21.91
18766,NA,0.05
22132,NA,0.05
21544,Gender,9.63
18052,Gender,20.05
4166,Gender,16.32
23939,DegreeBranch,19.9
8234,HighestDegree,35.01
18973,YearsOfExperince,27.41
2976,NA,0.06
2632,NA,0.05
21202,CurrentCompanyType,1.0
21537,DegreeBranch,18.52
7644,NA,0.05
19725,YearsOfExperince,31.38
23424,Gender,4.44
20805,EmpScore,38.28
3419,DegreeBranch,21.69
11277,Gender,4.45
13130,YearsOfExperince,30.52
14730,NA,0.06
9751,EmpScore,33.96
9421,YearsOfExperince,4.27
12365,CurrentCompanyType,1.91
13790,NA,0.05
17631,Gender,0.05
9614,YearsOfExperince,21.82
17875,Gender,0.05
16880,DegreeBranch,19.42
11004,YearsOfExperince,6.76
2357,DegreeBranch,26.71
22553,NA,0.05
17445,Gender,21.57
19899,DegreeBranch,17.6
12142,HighestDegree,32.02
3057,Gender,8.32
23777,YearsOfExperince,19.91
3163,Gender,3.28
17624,Gender,27.19
16420,NA,0.05
7613,Gender,14.16
23486,YearsOfExperince,22.03
6835,Gender,0.05
10928,EmpScore,34.78
16470,DegreeBranch,22.45
9861,Gender,0.06
16962,YearsOfExperince,25.12
6603,NA,0.05
11967,YearsOfExperince,28.43
9938,CurrentCompanyType,0.05
11530,EmpScore,35.58
16122,DegreeBranch,15.7
8999,Gender,0.05
8781,DegreeBranch,15.55
21993,YearsOfExperince,16.5
9303,DegreeBranch,13.79
14387,DegreeBranch,4.44
17642,Gender,4.06
16773,YearsOfExperince,7.65
21172,DegreeBranch,17.04
19142,Gender,0.05
16184,YearsOfExperince,23.37
14204,DegreeBranch,22.23
12929,Gender,18.86
6677,Gender,15.38
18445,NA,0.06
11942,DegreeBranch,18.19
16695,DegreeBranch,19.2
17399,Gender,24.47
2699,Gender,14.51
5339,CurrentCompanyType,5.2
7735,NA,0.05
6108,DegreeBranch,12.48
20963,EmpScore,34.33
3639,DegreeBranch,17.53
14780,NA,0.06
16039,NA,0.06
11132,NA,0.06
20396,Gender,1.54
9492,NA,0.05
20180,EmpScore,38.04
6178,NA,0.05
9995,NA,0.07
16878,NA,0.05
17847,DegreeBranch,27.1
23297,Gender,17.49
5268,NA,0.05
6676,NA,0.05
11446,YearsOfExperince,21.2
8681,MartialStatus,44.64
14377,YearsOfExperince,25.93
18470,NA,0.05
17718,Gender,1.75
8515,Gender,15.13
14303,Gender,14.43
24081,NA,0.06
18655,YearsOfExperince,32.21
4874,YearsOfExperince,13.2
20704,DegreeBranch,19.0
11457,NA,0.06
4696,NA,0.05
18844,HighestDegree,44.68
3551,DegreeBranch,25.69
17481,YearsOfExperince,26.05
13028,YearsOfExperince,16.06
8340,DegreeBranch,30.83
8356,NA,0.06
5823,NA,0.05
7840,Gender,16.47
17635,DegreeBranch,17.97
11849,HighestDegree,30.87
4229,YearsOfExperince,27.26
11431,Gender,22.95
13166,Gender,24.21
14985,Gender,14.06
11696,NA,0.04
13193,Gender,4.07
19449,CurrentCompanyType,2.99
14238,Gender,0.32
4509,YearsOfExperince,20.82
3052,YearsOfExperince,30.41
15548,YearsOfExperince,25.99
3693,NA,0.06
3658,Gender,27.01
4577,YearsOfExperince,18.23
